Date,Austria,Belgium,Bulgaria,Czechia,Denmark,Finland,France,Germany,Ireland,Italy,Poland,Portugal,Romania,Spain
2020-03-12,302,314,7,94,615,59,2281,2078,43,15113,49,59,49,2277
2020-03-13,504,559,23,141,801,155,3661,3675,90,17660,68,112,89,5232
2020-03-14,655,689,41,189,827,225,4469,4585,129,21157,103,169,123,6391
2020-03-15,860,886,51,253,864,244,4499,5795,129,24747,119,245,131,7798
2020-03-16,1018,1058,52,298,914,277,6633,7272,169,27980,177,331,158,9942
2020-03-17,1332,1243,67,396,977,321,7652,9257,223,31506,238,448,184,11748
2020-03-18,1646,1486,92,464,1057,336,9043,12327,292,35713,251,448,260,13910
2020-03-19,2013,1795,94,694,1151,400,10871,15320,557,41035,355,785,277,17963
2020-03-20,2388,2257,127,833,1255,450,12612,19848,683,47021,425,1020,308,20410
2020-03-21,2814,2815,163,995,1326,523,14282,22213,785,53578,536,1280,367,25374
2020-03-22,3582,3401,187,1120,1395,626,16018,24873,906,59138,634,1600,433,28768
2020-03-23,4474,3743,201,1236,1450,700,19856,29056,1125,63927,749,2060,576,35136
2020-03-24,5283,4269,218,1394,1591,792,22304,32986,1329,69176,901,2362,794,39885
2020-03-25,5588,4937,242,1654,1724,880,25233,37323,1564,74386,1051,2995,906,49515
2020-03-26,6909,6235,264,1925,1877,958,29155,43938,1819,80589,1221,3544,1029,57786
2020-03-27,7657,7284,293,2279,2046,1041,32964,50871,2121,86498,1389,4268,1292,65719
2020-03-28,8271,9134,331,2631,2201,1167,37575,57695,2415,92472,1638,5170,1452,73235
2020-03-29,8788,10836,346,2817,2395,1240,40174,62095,2615,97689,1862,5962,1815,80110
2020-03-30,9618,11899,359,3001,2577,1352,44550,66885,2910,101739,2055,6408,2109,87956
2020-03-31,10180,12775,399,3308,2860,1418,52128,71808,3235,105792,2311,7443,2245,95923
2020-04-01,10711,13964,422,3508,3107,1446,56989,77872,3447,110574,2554,8251,2460,104118
2020-04-02,11129,15348,457,3858,3386,1518,59105,84794,3849,115242,2946,9034,2738,112065
2020-04-03,11524,16770,485,4091,3757,1615,64338,91159,4273,119827,3383,9886,3183,119199
2020-04-04,11781,18431,503,4472,4077,1882,68605,96092,4604,124632,3627,10524,3613,126168
2020-04-05,12051,19691,531,4587,4369,1927,70478,100123,4994,128948,4102,11278,3864,131646
2020-04-06,12297,20814,549,4822,4681,2176,74390,103374,5364,132547,4413,11730,4057,136675
2020-04-07,12639,22194,577,5017,5071,2308,78167,107663,5709,135586,4848,12442,4417,141942
2020-04-08,12942,23403,593,5312,5402,2487,82048,113296,6074,139422,5205,13141,4761,148220
2020-04-09,13244,24983,618,5569,5635,2605,86334,118181,6574,143626,5575,13956,5202,153222
2020-04-10,13555,26667,635,5732,5819,2769,90676,122171,8089,147577,5955,15472,5467,158273
2020-04-11,13806,28018,661,5831,5996,2905,93790,124908,8928,152271,6356,15987,5990,163027
2020-04-12,13945,29647,675,5991,6174,2974,120633,127854,9655,156363,6674,16585,6300,166831
2020-04-13,14041,30589,685,6059,6318,3064,124298,130072,10647,159516,6934,16934,6633,170099
2020-04-14,14226,31119,713,6111,6511,3161,129257,131359,11479,162488,7202,17448,6879,172541
2020-04-15,14336,33573,747,6216,6681,3237,132473,134753,12547,165155,7582,18091,7216,177644
2020-04-16,14476,34809,800,6433,6879,3369,144944,137698,13271,168941,7918,18841,7707,184948
2020-04-17,14595,36138,846,6549,7073,3489,146923,141397,13980,172434,8379,19022,8067,190839
2020-04-18,14671,37183,878,6606,7242,3681,146906,143342,14758,175925,8742,19685,8418,191726
2020-04-19,14749,38496,894,6746,7384,3783,151808,145184,15251,178972,9287,20206,8746,198674
2020-04-20,14795,39983,929,6900,7515,3868,154188,147065,15652,181228,9593,20863,8936,200210
2020-04-21,14873,40956,975,7033,7695,4014,156921,148291,16040,183957,9856,21379,9242,204178
2020-04-22,14925,41889,1024,7132,7912,4129,154715,150648,16671,187327,10169,21982,9710,208389
2020-04-23,15002,42797,1097,7187,8073,4284,157026,153129,17607,189973,10511,22353,10096,213024
2020-04-24,15071,44293,1234,7273,8210,4395,158636,154999,18184,192994,10892,22797,10417,202990
2020-04-25,15148,45325,1247,7352,8445,4475,160292,156513,18561,195351,11273,23392,10635,205905
2020-04-26,15225,46134,1300,7404,8575,4576,160847,157770,19262,197675,11617,23864,11036,207634
2020-04-27,15274,46687,1363,7445,8698,4695,164589,158758,19648,199414,11902,24027,11339,209465
2020-04-28,15357,47334,1399,7504,8851,4740,167605,159912,19877,201505,12218,24322,11616,210773
2020-04-29,15402,47859,1447,7579,9008,4906,165093,161539,20253,203591,12640,24505,11978,212917
2020-04-30,15452,48519,1506,7682,9158,4995,165764,163009,20612,205463,12877,25045,12240,213435
2020-05-01,15531,49032,1555,7737,9311,5051,165764,164077,20833,207428,13105,25351,12567,215216
2020-05-02,15558,49517,1594,7755,9407,5176,166976,164967,21176,209328,13375,25190,12732,216582
2020-05-03,15597,49906,1618,7781,9523,5254,167272,165664,21506,210717,13693,25282,13163,217466
2020-05-04,15621,50267,1652,7819,9670,5327,167886,166152,21772,211938,14006,25524,13512,218011
2020-05-05,15650,50509,1704,7896,9821,5412,168935,167007,21983,213013,14431,25702,13837,219329
2020-05-06,15684,50781,1778,7974,9938,5573,172465,168162,22248,214457,14740,26182,14107,220325
2020-05-07,15752,51420,1829,8031,10083,5673,173040,169430,22385,215858,15047,26715,14499,221447
2020-05-08,15774,52011,1872,8077,10218,5738,174318,170588,22541,217185,15366,27268,14811,222857
2020-05-09,15833,52596,1921,8095,10319,5880,174758,171324,22760,218268,15651,27406,15131,223578
2020-05-10,15871,53081,1965,8123,10429,5962,175027,171879,22996,219070,15996,27581,15362,224350
2020-05-11,15882,53449,1990,8176,10513,5984,175479,172576,23135,219814,16326,27679,15588,227436
2020-05-12,15961,53779,2023,8221,10591,6003,176207,173171,23242,221216,16921,27913,15778,228030
2020-05-13,15997,53981,2069,8269,10667,6054,175981,174098,23401,222104,17204,28132,16002,228691
2020-05-14,16058,54288,2100,8351,10713,6145,176712,174478,23827,223096,17615,28319,16247,229540
2020-05-15,16109,54644,2138,8406,10791,6228,177319,175233,23956,223885,18016,28583,16437,230183
2020-05-16,16201,54989,2175,8455,10858,6286,177207,175752,24048,224760,18257,28810,16704,230698
2020-05-17,16242,55280,2211,8475,10927,6347,177240,176369,24112,225435,18529,29036,16871,230698
2020-05-18,16269,55559,2235,8586,10968,6380,177554,176551,24200,225886,18885,29209,17036,231606
2020-05-19,16321,55791,2259,8647,11044,6399,178428,177778,24251,226699,19268,29432,17191,232037
2020-05-20,16353,55983,2292,8721,11117,6443,179069,178473,24315,227364,19739,29660,17387,232555
2020-05-21,16404,56235,2331,8754,11182,6493,179306,179021,24391,228006,20143,29912,17585,233037
2020-05-22,16436,56511,2372,8813,11230,6537,179645,179710,24506,228658,20619,30200,17712,234824
2020-05-23,16486,56810,2408,8890,11289,6568,179964,179986,24582,229327,20931,30471,17857,235290
2020-05-24,16503,57092,2427,8955,11360,6579,179859,180328,24639,229858,21326,30623,18070,235772
2020-05-25,16539,57342,2433,9002,11387,6599,180166,180600,24698,230158,21631,30788,18283,235400
2020-05-26,16557,57455,2443,9050,11428,6628,179887,181200,24735,230555,22074,31007,18429,236259
2020-05-27,16591,57592,2460,9086,11480,6692,180044,181524,24803,231139,22473,31292,18594,236259
2020-05-28,16628,57849,2477,9140,11512,6743,183309,182196,24841,231732,22825,31596,18791,237906
2020-05-29,16655,58061,2485,9196,11593,6776,183816,182922,24876,232248,23155,31946,18982,238564
2020-05-30,16685,58186,2499,9230,11633,6826,185616,183189,24929,232664,23571,32203,19133,239228
2020-05-31,16731,58381,2513,9268,11669,6859,185851,183410,24990,232997,23786,32500,19257,239479
2020-06-01,16733,58517,2519,9302,11699,6885,185952,183594,25062,233197,24165,32700,19398,239638
2020-06-02,16759,58615,2538,9364,11734,6887,185112,183879,25066,233515,24395,32895,19517,239932
2020-06-03,16771,58685,2560,9438,11771,6911,185440,184121,25111,233836,24687,33261,19669,240326
2020-06-04,16805,58767,2585,9494,11811,6911,186118,184472,25142,234013,25048,33592,19907,240660
2020-06-05,16843,58907,2627,9529,11875,6941,186670,184924,25163,234531,25410,33969,20103,240978
2020-06-06,16898,59072,2711,9567,11924,6964,187199,185450,25183,234801,25986,34351,20290,241310
2020-06-07,16902,59226,2727,9628,11948,6981,187492,185750,25201,234998,26561,34693,20479,241550
2020-06-08,16968,59348,2810,9697,11962,7001,187590,186109,25207,235278,27160,34885,20604,241717
2020-06-09,16979,59437,2889,9751,12001,7025,187925,186506,25215,235561,27560,35306,20749,241966
2020-06-10,17005,59569,2993,9824,12016,7040,188322,186522,25231,235763,27842,35600,20945,242280
2020-06-11,17034,59711,3086,9855,12035,7064,188680,186691,25238,236142,28201,35910,21182,242707
2020-06-12,17064,59819,3191,9938,12099,7073,189244,187226,25250,236305,28577,36180,21404,243209
2020-06-13,17078,59918,3266,9991,12139,7087,189637,187267,25295,236651,29017,36463,21679,243605
2020-06-14,17109,60029,3290,10024,12193,7104,189928,187518,25303,236989,29392,36690,21999,243928
2020-06-15,17135,60100,3341,10064,12217,7108,189996,187682,25321,237290,29788,37036,22165,244109
2020-06-16,17189,60155,3453,10111,12250,7112,190223,188252,25334,237500,30195,37336,22415,244328
2020-06-17,17203,60244,3542,10162,12294,7117,190534,188604,25341,237828,30701,37672,22760,244683
2020-06-18,17223,60348,3674,10280,12344,7119,190735,189817,25355,238159,31015,38089,23080,245268
2020-06-19,17271,60476,3755,10406,12391,7133,191304,190299,25368,238011,31316,38464,23400,245575
2020-06-20,17323,60550,3872,10448,12391,7142,191740,190670,25374,238275,31620,38841,23730,245938
2020-06-21,17341,60550,3905,10498,12391,7143,191745,191272,25379,238499,31931,39133,24045,246272
2020-06-22,17380,60550,3984,10523,12527,7144,192070,191768,25383,238720,32227,39392,24291,246504
2020-06-23,17408,60810,4114,10650,12561,7155,192452,192480,25391,238833,32527,39737,24505,246752
2020-06-24,17449,60898,4242,10777,12615,7167,192265,192871,25396,239410,32821,40104,24826,247086
2020-06-25,17477,61007,4408,10870,12636,7172,192010,193371,25405,239706,33119,40415,25286,247486
2020-06-26,17522,61106,4513,11038,12675,7191,193346,194036,25414,239961,33395,40866,25697,247905
2020-06-27,17580,61209,4625,11298,12675,7198,193152,194458,25437,240136,33714,41189,26022,248469
2020-06-28,17654,61295,4691,11603,12675,7198,192429,194693,25439,240310,33907,41646,26313,248770
2020-06-29,17723,61361,4831,11805,12751,7209,194109,195042,25462,240436,34154,41912,26582,248970
2020-06-30,17766,61427,4989,11954,12768,7214,194373,195418,25473,240578,34393,42141,26970,249271
2020-07-01,17873,61509,5154,12046,12794,7236,194985,195893,25477,240760,34775,42454,27296,249659
2020-07-02,17941,61598,5315,12178,12815,7241,195458,196370,25489,240961,35146,42782,27746,250103
2020-07-03,18050,61727,5497,12319,12832,7242,195904,196780,25498,241184,35405,43156,28166,250545
2020-07-04,18165,61838,5677,12440,12832,7248,195546,197198,25509,241419,35719,43569,28582,250545
2020-07-05,18280,62016,5740,12515,12832,7253,195535,197523,25527,241611,35950,43897,28973,250545
2020-07-06,18365,62058,5914,12566,12878,7257,196748,198064,25531,241819,36155,44129,29223,251789
2020-07-07,18421,62058,6102,12685,12888,7262,197089,198343,25538,241956,36412,44416,29620,252130
2020-07-08,18513,62123,6342,12814,12900,7265,196796,198699,25542,242149,36689,44859,30175,252513
